Datetime_start(UTC),Temperature (Celsius),PM2.5 (ug/m3),PM10 (ug/m3),PM1 (ug/m3),Humidity (%)
2024-10-01 00:00:00,13.143333333333334,2.066666666666667,4.45,1.9666666666666666,97.23333333333333
2024-10-01 00:30:00,13.1,0.85,1.9333333333333333,0.85,97.0
2024-10-01 01:00:00,13.006666666666666,0.36666666666666664,1.3666666666666667,0.36666666666666664,97.43333333333334
2024-10-01 01:30:00,12.94,0.9833333333333333,2.6166666666666667,0.9833333333333333,98.2
2024-10-01 02:00:00,12.583333333333334,0.55,1.4833333333333334,0.55,98.13333333333334
2024-10-01 02:30:00,12.17,0.0,0.31666666666666665,0.0,95.86666666666666
2024-10-01 03:00:00,11.6,0.0,1.1666666666666667,0.0,97.66666666666667
2024-10-01 03:30:00,11.71,0.016666666666666666,0.8166666666666667,0.016666666666666666,98.66666666666667
2024-10-01 04:00:00,11.843333333333334,0.016666666666666666,0.7,0.016666666666666666,98.26666666666667
2024-10-01 04:30:00,11.376666666666667,0.0,0.5333333333333333,0.0,97.5
2024-10-01 05:00:00,10.403333333333332,0.15,1.2666666666666666,0.15,98.46666666666667
2024-10-01 05:30:00,9.853333333333333,0.31666666666666665,1.7833333333333334,0.31666666666666665,99.0
2024-10-01 06:00:00,8.889999999999999,0.23333333333333334,2.0,0.21666666666666667,99.2
2024-10-01 06:30:00,8.646666666666667,3.05,6.333333333333333,2.433333333333333,99.43333333333334
2024-10-01 07:00:00,8.596666666666666,1.9166666666666667,4.7,1.8166666666666667,99.5
2024-10-01 07:30:00,9.086666666666668,3.316666666666667,6.966666666666667,2.6333333333333333,99.53333333333333
2024-10-01 08:00:00,9.806666666666667,5.75,10.483333333333333,4.566666666666666,98.53333333333333
2024-10-01 08:30:00,10.706666666666667,2.2,4.633333333333334,2.0166666666666666,97.2
2024-10-01 09:00:00,11.753333333333334,1.8333333333333333,4.483333333333333,1.7666666666666666,94.63333333333334
2024-10-01 09:30:00,13.363333333333333,1.4666666666666666,3.8666666666666667,1.45,89.23333333333333
2024-10-01 10:00:00,14.786666666666667,1.3666666666666667,3.6,1.35,81.76666666666667
2024-10-01 10:30:00,14.413333333333332,1.2666666666666666,3.5166666666666666,1.2666666666666666,77.93333333333334
2024-10-01 11:00:00,14.506666666666666,1.1833333333333333,3.683333333333333,1.1,74.76666666666667
2024-10-01 11:30:00,15.993333333333334,1.0,2.9166666666666665,1.0,67.76666666666667
2024-10-01 12:00:00,16.206666666666667,1.0333333333333334,3.1333333333333333,1.0,63.766666666666666
2024-10-01 12:30:00,15.473333333333333,1.0,3.0,1.0,65.13333333333334
2024-10-01 13:00:00,15.743333333333334,1.0333333333333334,3.2,1.0,63.43333333333333
2024-10-01 13:30:00,16.326666666666668,1.0,2.85,1.0,62.43333333333333
2024-10-01 14:00:00,16.39,1.0333333333333334,2.65,1.0333333333333334,61.86666666666667
2024-10-01 14:30:00,16.333333333333332,1.0333333333333334,3.0166666666666666,1.0333333333333334,61.5
2024-10-01 15:00:00,16.95,1.1833333333333333,2.9166666666666665,1.1666666666666667,58.3
2024-10-01 15:30:00,17.056666666666665,1.3666666666666667,3.283333333333333,1.35,57.63333333333333
2024-10-01 16:00:00,16.486666666666668,1.0166666666666666,2.816666666666667,1.0166666666666666,57.766666666666666
2024-10-01 16:30:00,17.0,1.0,2.7,1.0,56.6
2024-10-01 17:00:00,16.523333333333333,1.05,2.8666666666666667,1.05,56.93333333333333
2024-10-01 17:30:00,16.416666666666668,1.0166666666666666,2.8666666666666667,1.0,58.166666666666664
2024-10-01 18:00:00,16.216666666666665,1.4833333333333334,3.716666666666667,1.4333333333333333,61.733333333333334
2024-10-01 18:30:00,15.24,3.183333333333333,6.383333333333334,2.3666666666666667,68.66666666666667
2024-10-01 19:00:00,13.379999999999999,3.466666666666667,7.2,2.4166666666666665,77.26666666666667
2024-10-01 19:30:00,11.376666666666667,4.216666666666667,8.333333333333334,3.0833333333333335,85.2
2024-10-01 20:00:00,9.843333333333334,6.383333333333334,11.583333333333334,5.133333333333334,90.06666666666666
2024-10-01 20:30:00,9.083333333333334,10.216666666666667,17.433333333333334,7.8,91.66666666666667
2024-10-01 21:00:00,8.33,8.566666666666666,14.95,6.6,92.46666666666667
2024-10-01 21:30:00,7.6,8.533333333333333,14.883333333333333,6.233333333333333,94.76666666666667
2024-10-01 22:00:00,7.206666666666666,23.766666666666666,39.05,17.183333333333334,95.66666666666667
2024-10-01 22:30:00,6.943333333333333,20.133333333333333,32.25,14.733333333333333,94.76666666666667
2024-10-01 23:00:00,6.513333333333334,9.933333333333334,17.033333333333335,7.316666666666666,95.3
2024-10-01 23:30:00,7.248275862068965,8.086206896551724,14.03448275862069,5.982758620689655,93.93103448275862
2024-10-02 00:00:00,7.320689655172414,7.0344827586206895,12.620689655172415,5.413793103448276,95.48275862068965
2024-10-02 00:30:00,7.1,6.716666666666667,12.15,5.4,95.66666666666667
2024-10-02 01:00:00,6.38,7.5,13.45,5.916666666666667,95.23333333333333
2024-10-02 01:30:00,5.716666666666667,6.8,12.266666666666667,5.483333333333333,96.06666666666666
2024-10-02 02:00:00,6.39,4.983333333333333,9.433333333333334,3.6166666666666667,98.66666666666667
2024-10-02 02:30:00,6.9,5.85,11.0,4.55,96.0
2024-10-02 03:00:00,7.213333333333334,4.733333333333333,9.233333333333333,3.55,93.2
2024-10-02 03:30:00,7.453333333333333,4.916666666666667,9.533333333333333,3.783333333333333,92.6
2024-10-02 04:00:00,7.713333333333334,4.616666666666666,8.8,3.316666666666667,92.2
2024-10-02 04:30:00,7.873333333333334,4.283333333333333,8.416666666666666,2.966666666666667,92.96666666666667
2024-10-02 05:00:00,7.94,4.166666666666667,8.116666666666667,2.95,92.83333333333333
2024-10-02 05:30:00,7.696666666666667,3.8833333333333333,7.85,2.75,94.4
2024-10-02 06:00:00,7.5633333333333335,3.85,7.516666666666667,2.6666666666666665,94.53333333333333
2024-10-02 06:30:00,7.496666666666667,3.7333333333333334,7.5,2.566666666666667,94.4
2024-10-02 07:00:00,7.52,4.016666666666667,8.083333333333334,2.9166666666666665,94.93333333333334
2024-10-02 07:30:00,7.92,3.566666666666667,7.283333333333333,2.283333333333333,95.03333333333333
2024-10-02 08:00:00,7.756666666666666,4.383333333333334,8.833333333333334,3.1666666666666665,95.33333333333333
2024-10-02 08:30:00,9.1,3.9833333333333334,7.766666666666667,2.8333333333333335,90.96666666666667
2024-10-02 09:00:00,10.126666666666667,4.65,9.116666666666667,3.45,86.93333333333334
2024-10-02 09:30:00,12.723333333333333,4.083333333333333,7.85,3.1,79.16666666666667
2024-10-02 10:00:00,15.276666666666667,2.5166666666666666,5.4,1.9,68.66666666666667
2024-10-02 10:30:00,14.95,1.6166666666666667,3.8666666666666667,1.6166666666666667,67.0
2024-10-02 11:00:00,14.726666666666667,1.7333333333333334,4.45,1.7,68.03333333333333
2024-10-02 11:30:00,15.716666666666667,2.0,4.416666666666667,1.9833333333333334,64.63333333333334
2024-10-02 12:00:00,16.95,2.0,4.566666666666666,2.0,61.7
2024-10-02 12:30:00,18.740000000000002,1.7833333333333334,4.0,1.7833333333333334,57.333333333333336
2024-10-02 13:00:00,19.4,1.05,2.6666666666666665,1.05,53.56666666666667
2024-10-02 13:30:00,18.146666666666665,1.0,3.0,1.0,55.766666666666666
2024-10-02 14:00:00,19.2,1.0,2.6724137931034484,1.0,52.62068965517241
2024-10-02 14:30:00,19.59333333333333,1.1,2.9,1.1,54.46666666666667
2024-10-02 15:00:00,19.35666666666667,1.0666666666666667,2.95,1.0666666666666667,52.46666666666667
2024-10-02 15:30:00,19.07,1.0,2.716666666666667,1.0,51.2
